,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
1111,2020-06-17,Illinois,0,4,4,"Three adults and a nine-year-old child were wounded while standing in an apartment complex parking lot in the Gresham neighborhood. A man walked up and opened fire on the group, resulting in a shoot out.",6,2020,2,25,2020 - 25
1112,2021-06-17,New Jersey,0,4,4,Four people were wounded in a shooting.,6,2021,3,24,2021 - 24
1113,2021-06-17,Arizona,1,12,13,"One person was killed and twelve others injured in eight drive-by shootings in the West Valley area. A male suspect was taken into custody. Of the injuries, three were wounded by gunfire, while nine others sustained indirect injuries, such as shrapnel from broken glass due to a car crash.",6,2021,3,24,2021 - 24
1114,2021-06-17,North Carolina,2,2,4,A shooting killed two and wounded another two.,6,2021,3,24,2021 - 24
1115,2021-06-17,Virginia,0,4,4,Four men were wounded in a shooting.,6,2021,3,24,2021 - 24
1116,2019-07-17,Texas,1,3,4,Five men in a vehicle were targeted by a shooter who killed one and injured three others.,7,2019,2,29,2019 - 29
1117,2020-07-17,Ohio,0,4,4,Four adults were wounded while attending a memorial in Weinland Park. A three-year-old girl was also wounded when bullets struck the home she was in.,7,2020,4,29,2020 - 29
1118,2020-07-17,Florida,0,4,4,"Three adults and a child were injured after a man, out on bond from a January arrest, entered their home and opened fire.",7,2020,4,29,2020 - 29
1119,2021-07-17,Illinois,0,6,6,Five teenage girls aged 12 to 19 years old were wounded while standing outside a party in Austin on the West Side.,7,2021,5,28,2021 - 28
1120,2021-07-17,Oregon,1,6,7,A woman was killed and six others were injured in a shooting in Downtown Portland.,7,2021,5,28,2021 - 28
1121,2018-08-17,Illinois,0,7,7,Seven people were wounded in a shooting in the Englewood neighborhood of Chicago.,8,2018,4,33,2018 - 33
1122,2019-08-17,Texas,0,7,7,Seven people were injured in a shooting at a party.,8,2019,5,33,2019 - 33
1123,2019-08-17,Virginia,1,3,4,"A woman was killed, and responding officers engaged with the suspect causing an officer, bystander and the suspect to be wounded.",8,2019,5,33,2019 - 33
1124,2019-08-17,Missouri,0,4,4,Police responded to a shooting call and discovered four people wounded.,8,2019,5,33,2019 - 33
1125,2020-08-17,Texas,3,2,5,"A man is accused of killing his ex-girlfriend, a man in her home, and a neighbor and wounding two others. He was later arrested after hiding in the surrounding woods.",8,2020,0,34,2020 - 34
1126,2020-08-17,Kentucky,2,2,4,Two people were killed and two people were wounded in a shooting late at night before the car they were in crashed.,8,2020,0,34,2020 - 34
1127,2020-08-17,Ohio,0,5,5,Five people were wounded at Dove Park in an evening drive-by shooting.,8,2020,0,34,2020 - 34
1128,2020-08-17,New York,0,4,4,Four men were wounded in an early morning shooting in Brooklyn. The suspected gunman fled in a car after opening fire.,8,2020,0,34,2020 - 34
1129,2021-08-17,New York,0,5,5,Five men were wounded in a drive-by shooting outside a grocery store in Brooklyn.,8,2021,1,33,2021 - 33
1130,2018-09-17,Maryland,4,1,5,"A father shot and killed his wife and two children, and injured his adult stepdaughter, before he committed suicide.",9,2018,0,38,2018 - 38
1131,2021-09-17,Georgia,0,4,4,Four people were wounded in the early morning at a night club. Two men were later arrested.,9,2021,4,37,2021 - 37
1132,2020-10-17,New York,1,5,6,Shortly after midnight two men approached a home hosting a Halloween themed house party opened fire on the closed garage door. A 21-year-old college student was killed and five others were wounded.,10,2020,5,42,2020 - 42
1133,2020-10-17,South Carolina,0,5,5,"A patrol officer heard gunfire near a local lounge in the early morning, and found a wounded man. Four others were transported by private vehicles to local hospitals.",10,2020,5,42,2020 - 42
1134,2021-10-17,Arkansas,0,4,4,Responding officers found four people wounded and shell casings around a car in the intersection.,10,2021,6,41,2021 - 41
1135,2021-10-17,Mississippi,3,3,6,Three people were killed and three injured after a man opened fire inside a night club.,10,2021,6,41,2021 - 41
1136,2021-10-17,Arkansas,1,7,8,"Gunfire erupted at a party hall wounding eleven and killing one, responding police opened fire on a man holding a gun and wounded him.",10,2021,6,41,2021 - 41
1137,2021-10-17,Louisiana,1,7,8,A person was killed and seven others wounded at Grambling State University during a homecoming event in the early morning.,10,2021,6,41,2021 - 41
1138,2021-10-17,Missouri,1,3,4,A 19-year-old was killed and three teenagers were wounded in the early morning in the Baden neighborhood.,10,2021,6,41,2021 - 41
1139,2021-10-17,Colorado,0,5,5,Five people were wounded outside a local bar after an unknown number of people opened fire.,10,2021,6,41,2021 - 41
1140,2021-10-17,Wisconsin,0,6,6,Six people were wounded at a one-year anniversary vigil for a man killed in the location. Neighbors refused to cooperate with police due to fear of retaliation.,10,2021,6,41,2021 - 41
1141,2021-10-17,Texas,0,5,5,Responding officers found an SUV in a ditch with bullet holes and blood near Winzer Park. Four adults and a juvenile were later identified at local hospitals although none had reached out to police.,10,2021,6,41,2021 - 41
